"","t_since","n_dist","inverts","algae"
"155",4,3,0.587625287020282,0.188860804840234
"156",4,2,0.590634709589889,0.187709851824193
"157",4,1,0.590931601985003,0.187596332932628
"158",4,2,0.588706317965592,0.188447307028818
"159",4,2,0.590894538654268,0.187610504091106
"160",4,1,0.590931601985003,0.187596332932628
"161",3,2,0.573651905642636,0.194213771048945
"162",3,2,0.568365532208449,0.196240546193944
"163",3,2,0.560341246522655,0.199319201300563
"164",3,3,0.571972073679537,0.194857682621964
"165",3,1,0.57447295805085,0.193899089576542
"166",3,1,0.57447295805085,0.193899089576542
"167",3,2,0.572171160636464,0.1947813630189
"168",3,3,0.559978296293257,0.199458509951864
"169",3,5,0.552304350027372,0.202405037493736
"170",3,4,0.567615504995559,0.196528195620298
"171",2,3,0.52853824369492,0.211654946239057
"172",2,3,0.495231070521742,0.224511258267259
"173",2,4,0.528433376526731,0.211695386697368
"174",2,3,0.515467489367822,0.216697890196367
"175",2,2,0.525331972308791,0.212891728691822
"176",2,3,0.493701254294004,0.225102031102231
"177",2,5,0.482481338647686,0.229435604965115
"178",2,2,0.496097387875167,0.224176716271444
"179",2,4,0.482613239800333,0.229384655151224
"180",2,4,0.512602221076274,0.217803593137026
"181",1,3,0.432163284105745,0.253259015904451
"182",1,1,0.433781202892268,0.252607439004137
"183",1,1,0.433781202892268,0.252607439004137
"184",1,2,0.433756883404789,0.252617285058818
"185",1,2,0.402244340543825,0.265276560241294
"186",1,3,0.359999961020884,0.282224330515724
"187",1,3,0.364325857322793,0.280496630357437
"188",1,3,0.395871794554152,0.267826328861367
"189",1,3,0.402205329115907,0.26529218590497
"190",1,1,0.433781202892268,0.252607439004137
"191",0,5,0.245917787918083,0.48883439469821
"192",0,2,0.318923144603942,0.437316500221742
"193",0,2,0.323445960846864,0.433971545241589
"194",0,5,0.292193389041573,0.456061852160606
"195",0,4,0.318798065616218,0.437402223633704
"196",0,6,0.263288457708231,0.477165436673599
"197",0,2,0.306492750768171,0.446390299939751
"198",0,5,0.314141850528299,0.440574537642659
"199",0,3,0.204682530598564,0.521677431409802
"200",0,4,0.27245476609682,0.471010912703855
